,cWT-1,cWT-2,cKO-1,cKO-2
4930554H23Rik,0,0,0,0
Klf13,2220,1792,6158,5804
Gm45054,0,0,0,0
Gm20457,2,6,4,5
Fan1,84,75,122,114
Mphosph10,820,650,944,806
Fam189a1,0,0,0,1
Nsmce3,0,0,0,0
1810049I09Rik,0,0,0,0
Tjp1,2840,2889,2726,2849
Gm20684,0,0,0,0
Gm45081,4,6,6,11
Gm26827,24,23,14,17
Lrrk1,207,236,175,224
Aldh1a3,0,0,1,1
Asb7,271,313,319,299
1700112J16Rik,0,3,2,1
Mef2a,7594,6605,10244,7953
Gm33926,3,0,2,1
Lrrc28,75,58,81,59
Synm,1,8,2,7
4833412C05Rik,0,0,0,0
Gm39027,0,0,0,0
Pgpep1l,0,0,0,1
Gm16157,0,0,0,0
Gm16158,0,0,0,0
Gm44692,0,0,0,0
Arrdc4,234,137,230,213
Gm34664,0,0,0,0
Gm34838,0,0,0,0
Gm38584,0,0,0,0
Gm29683,0,0,1,0
Gm29327,0,0,0,0
Gm44946,0,0,0,0
Gm44948,0,0,0,0
Nr2f2,2,13,9,5
Gm28258,0,0,0,0
Gm44532,0,0,0,0
Gm36011,0,0,0,0
Gm44689,1,2,2,7
Gm36633,0,0,0,0
Mctp2,1,1,1,0
Gm45715,0,0,0,0
Gm28745,0,0,0,0
Gm28744,0,0,0,0
Gm6567,0,0,0,0
Gm28746,0,0,0,0
Gm30075,0,0,0,0
A730056A06Rik,0,0,0,1
Chd2,1670,1588,2072,2129
1810026B05Rik,1867,1802,2378,1685
Gm44738,0,0,0,0
Gm44736,0,0,0,0
Gm44739,0,0,0,0
Gm10619,0,0,0,0
St8sia2,0,0,0,0
Gm45004,0,0,0,0
Slco3a1,2,0,0,0
0610006L08Rik,0,0,0,0
Sv2b,0,1,3,1
AU020206,872,805,1422,1174
Ntrk3,0,3,0,0
Gm39038,0,0,0,0
Mrpl46,436,413,495,397
Det1,58,48,86,67
Gm44730,0,0,0,0
Gm26633,0,0,0,0
Hapln3,0,0,0,0
Mfge8,280,180,450,293
Gm31510,0,0,0,0
Rlbp1,0,0,2,3
Polg,170,154,263,202
Gm45168,0,0,1,0
Gm45169,0,0,0,1
Rhcg,0,0,0,0
Kif7,8,6,5,3
Plin1,0,0,0,0
Pex11a,126,112,200,126
Mesp1,0,0,0,0
Anpep,7,2,3,14
Ap3s2,285,258,364,267
Arpin,5,5,5,1
Gm21057,22,15,9,13
Gm44949,47,38,29,29
Idh2,1459,1170,1620,1213
Cib1,1116,727,932,619
Rccd1,9,7,15,28
Unc45a,29,39,49,38
Man2a2,776,671,1027,884
Fes,668,480,737,502
Furin,634,545,1147,1012
Blm,74,67,117,114
Crtc3,359,305,393,455
Iqgap1,83,109,206,122
Wdr73,207,188,244,179
Nmb,57,50,91,68
Sec11a,376,319,281,257
Gm44899,1,3,7,6
Rps17,9519,6861,12218,9467
Cpeb1,4,1,2,8
Ap3b2,0,0,0,2
BC048679,0,0,0,0
Fsd2,1,0,0,0
Homer2,4,11,6,5
3110040N11Rik,299,238,283,149
Btbd1,707,595,709,610
Gm10160,4,13,10,26
Gm45014,1,1,8,4
Hdgfl3,48,76,154,276
Bnc1,0,0,0,0
Gm45056,0,0,0,0
Gm45090,0,0,0,0
Saxo2,3,7,7,3
4933406J10Rik,12,10,18,5
Gm36584,7,7,5,5
4933430H16Rik,0,0,0,0
5930435M05Rik,0,0,0,0
Gm44724,0,0,0,0
Gm10610,0,0,0,0
Gm16638,31,18,24,27
Il16,1725,1495,2104,1454
Cfap161,2,1,0,0
Gm44993,0,0,0,0
Tlnrd1,267,234,248,181
Cemip,0,0,0,1
Abhd17c,676,683,601,562
Gm44827,0,0,0,0
Arnt2,2,9,5,7
Gm44933,0,0,0,0
Gm45175,0,0,0,0
Fah,2,1,4,5
Zfand6,1964,1626,2080,1540
Vmn2r65,0,0,0,0
Vmn2r66,0,0,0,0
Vmn2r67,0,0,0,0
Vmn2r68,0,0,0,0
Vmn2r69,0,0,0,0
Vmn2r70,0,0,0,0
Vmn2r72,0,0,0,0
Vmn2r73,0,0,0,1
Vmn2r74,0,0,0,0
Vmn2r75,0,0,0,0
Vmn2r76,0,0,0,0
Olfr310,0,0,0,0
Olfr309,0,0,0,0
Olfr308,0,0,0,0
Olfr307,0,0,0,0
Olfr305,0,0,0,0
Olfr304,0,0,0,0
Olfr303,0,0,0,0
Olfr298,0,0,0,0
Olfr294,0,0,0,0
Folh1,1,0,2,0
Tyr,0,0,0,0
Gm45144,0,0,0,0
Tmem135,1440,1530,1348,1309
Prss23,0,5,3,3
A230065N10Rik,0,0,0,0
Ccdc81,0,0,1,2
Hikeshi,477,328,375,194
Eed,789,731,836,785
2310010J17Rik,168,128,200,145
Ccdc83,0,0,0,0
Tmem126a,647,454,622,320
Tmem126b,319,218,300,187
4930567K12Rik,0,0,0,0
Ankrd42,13,18,17,10
Pcf11,1084,1100,1619,2194
4632427E13Rik,1412,1379,1820,1189
Ddias,7,10,10,5
Gm9934,0,0,0,0
Gm44947,0,0,0,0
Gm44601,0,0,0,0
Gm15412,0,0,0,0
Gm15414,0,0,0,0
Gm15413,2,0,10,5
Gm15416,0,0,0,0
Gm44633,0,0,0,0
C230038L03Rik,0,1,0,2
Usp35,159,258,103,118
Thrsp,884,661,380,406
Aamdc,490,320,462,261
Rsf1os1,0,3,6,4
Rsf1os2,5,2,0,6
Aqp11,12,25,39,30
Myo7a,331,293,375,351
Capn5,1,0,6,1
Omp,0,0,0,0
B3gnt6,1,1,4,1
Acer3,2486,2484,2706,2193
Tsku,0,2,3,1
Gm44507,0,0,0,0
A630091E08Rik,0,0,0,0
Emsy,766,867,791,672
Gm19656,0,2,0,0
Gm44934,0,0,0,0
Uvrag,994,886,1374,1648
Dgat2,34,34,83,120
Mogat2,0,0,0,0
Gm26705,0,0,0,0
Serpinh1,1,8,1,6
Rps3,1790,885,2037,1207
Tpbgl,1152,941,1715,1181
Slco2b1,9314,8111,10572,8433
F730035P03Rik,13,20,13,12
Neu3,12,18,25,19
Spcs2,5852,4846,5590,4263
Gm38405,0,0,3,2
Rnf169,892,919,2390,2897
Pold3,436,349,412,348
Gm34821,0,0,0,0
Ppme1,237,191,245,205
Gm10603,4,4,5,4
Dnajb13,33,39,60,79
Gm39059,0,0,3,1
Mrpl48,855,675,765,527
Plekhb1,2,13,10,24
Relt,155,108,244,268
Arhgef17,1,3,1,2
P2ry6,2784,2749,3466,2358
P2ry2,11,5,85,92
Atg16l2,24,27,41,33
Gm20476,0,0,0,0
Gm45620,1,0,1,0
Gm35363,0,0,0,0
Art2b,0,0,0,0
Inppl1,490,386,441,341
Folr2,36,22,54,16
Folr1,0,9,15,8
Tomt,10,6,10,6
Lrrc51,16,24,13,4
Il18bp,59,35,62,46
Rnf121,310,273,349,216
Art5,0,0,0,0
Chrna10,2,0,1,0
Nup98,514,488,780,617
Rhog,2849,2039,2774,2082
Olfr543,0,0,0,0
Olfr544,0,0,0,0
Olfr545,0,0,0,0
Trim21,216,150,168,152
Olfr551,0,0,0,0
Olfr553,0,0,0,0
Trim68,79,68,150,83
Olfr33,0,0,0,0
Olfr559,0,0,0,0
Olfr78,0,0,0,0
Olfr560,0,0,0,0
Olfr566,0,0,0,0
Olfr569,0,0,0,0
Olfr571,0,0,0,0
Olfr573-ps1,0,0,0,0
Olfr575,0,0,0,0
Olfr577,0,0,0,0
Olfr578,0,0,0,0
Olfr586,0,0,0,0
Olfr589,0,0,0,0
Olfr591,0,0,0,0
Usp17ld,0,0,0,0
Olfr600,0,0,0,0
Olfr601,0,0,0,0
Olfr603,0,0,0,0
Olfr605,0,0,0,0
Olfr607,0,0,0,0
Olfr609,0,0,0,0
Olfr610,0,0,0,0
Olfr611,0,0,0,0
Olfr612,0,0,0,0
Olfr616,0,0,0,0
Olfr620,0,0,0,0
Olfr622,0,0,0,0
Olfr623,0,0,0,0
Olfr624,0,0,0,0
Olfr629,0,0,0,0
Olfr630,0,0,0,0
Olfr69,0,0,0,0
Olfr68,0,0,0,0
Olfr67,0,0,0,0
Hbb-bt,524,16,4,31
Hbb-bs,5761,159,55,346
Hbb-bh2,0,0,0,0
Hbb-bh1,0,0,0,0
Hbb-y,0,0,0,0
Olfr66,0,0,0,0
Olfr64,0,0,0,0
Olfr639,0,0,0,0
Olfr640,0,0,0,0
Olfr642,0,0,0,0
4930516K23Rik,0,0,0,0
Olfr644,0,0,0,0
Olfr645,0,0,0,0
Ubqln5,0,0,0,0
Ubqln3,0,0,0,0
Ubqlnl,0,0,0,0
Olfm5,0,0,2,2
Olfr648,0,0,0,0
Olfr649,0,0,0,0
Gm47248,0,1,0,0
Trim5,290,280,0,106
Trim12a,204,156,0,89
Trim12c,1222,769,1373,871
Trim30b,55,63,46,54
Trim30c,234,146,243,170
Trim30a,2048,1429,1689,1421
Trim30d,490,466,7,145
Olfr655,0,0,0,0
Olfr658,0,0,0,0
Usp17le,0,0,0,0
Usp17lb,0,0,0,0
Olfr666,0,0,0,0
Olfr667,0,0,0,0
Olfr668,0,0,0,0
Olfr670,0,0,0,0
Olfr671,0,0,0,0
Olfr672,0,0,0,0
Olfr675,0,0,0,0
Gm45557,0,0,0,0
Olfr680-ps1,0,0,0,0
Gm45558,0,0,0,0
Olfr683,0,0,0,0
Olfr684,0,0,0,0
Olfr685,0,0,0,0
Olfr686,0,0,0,0
Olfr690,0,0,0,0
Olfr691,0,0,0,0
Fam160a2,211,160,235,228
Cavin3,1,11,9,3
Apbb1,35,29,55,33
Hpx,0,0,1,0
Trim3,17,16,37,25
Arfip2,208,171,251,186
Rrp8,321,280,388,338
Taf10,1287,1010,1405,924
Tpp1,4687,4442,5788,4514
Dchs1,6,3,7,11
Mrpl17,1149,831,1082,674
Gm4070,154,113,79,57
Gvin1,44,23,0,8
Olfr693,0,0,0,0
Olfr694,0,0,0,0
Olfr695,0,0,0,0
Olfr697,0,0,0,0
Olfr698,0,0,0,0
Olfr699,0,0,0,0
Olfr700,0,0,0,0
4930458B22Rik,0,0,0,0
Olfr702,0,0,0,0
Olfr705,0,0,0,0
Olfr706,0,0,0,0
Olfr707,0,0,0,0
Olfr709-ps1,0,0,0,0
Olfr710,0,0,0,0
Olfr6,0,0,0,0
Olfr711,0,0,0,0
Olfr2,0,0,0,0
Olfr715b,0,0,0,0
Olfr715,0,0,0,0
Cyb5r2,1,3,0,1
Ovch2,0,0,0,0
Olfr469,0,0,0,0
Olfr470,0,0,0,0
Olfr478,0,0,0,0
Olfr480,0,0,0,0
Olfr482,0,1,13,6
Olfr484,0,0,0,0
Olfr485,0,0,0,0
Olfr486,0,0,0,0
Olfr487,0,0,0,0
Olfr488,0,0,0,0
Olfr490,0,0,0,0
Olfr492,0,0,0,0
Olfr493,0,0,0,0
Olfr502,0,0,0,0
Olfr504,0,0,0,0
Olfr509,0,0,1,0
Olfr514,0,0,0,0
Olfr516,0,0,0,0
Olfr517,0,0,0,0
Olfr518,0,0,0,0
Olfr519,0,0,0,0
Nlrp10,0,0,0,0
Ric3,88,118,67,95
Lmo1,1,1,4,2
Gm45024,0,0,0,0
Stk33,0,1,0,1
Trim66,3,3,1,0
St5,284,286,600,572
BC051019,1,0,2,2
Ascl3,1,0,5,0
Tmem9b,838,831,1018,915
Nrip3,2,1,8,5
Scube2,0,0,0,0
Dennd5a,1134,1044,1724,1289
Tmem41b,240,239,359,256
1600010M07Rik,211,169,148,69
Gm45515,0,0,1,1
Sbf2,1188,1027,1113,1028
Gm28863,0,0,0,0
Gm21123,0,0,0,0
Rnf141,24,27,27,20
Lyve1,32,9,106,29
Mrvi1,3,9,4,6
Eif4g2,5269,4799,6064,5089
1700012D14Rik,31,25,17,10
Galnt18,0,0,0,1
Dkk3,0,2,9,1
Parvaos,0,1,0,0
2310014F06Rik,0,0,0,0
4930543E12Rik,0,0,0,0
Gm45355,0,0,0,0
Btbd10,280,213,233,192
Pth,0,0,0,0
Far1os,0,0,0,0
Gm5600,0,0,0,0
Rras2,175,148,110,116
Copb1,1754,1600,1750,1556
Psma1,1789,1425,1663,1178
4933406I18Rik,34,38,57,43
Cyp2r1,63,63,93,31
Calca,1,1,0,0
Gm45017,0,0,0,0
Gm45020,0,0,0,0
Sox6,1,1,3,1
1700003G18Rik,1,0,0,0
Plekha7,11,14,28,13
Gm44867,0,0,0,0
Rps13,21290,12139,26919,18101
Pik3c2a,838,727,875,767
Rps15a,20757,11788,24981,15926
Arl6ip1,6834,6196,5848,5036
Smg1,1426,1491,1575,1524
Gm45155,0,0,0,0
Syt17,0,0,0,0
Itpripl2,1276,1206,1740,1032
Coq7,236,168,424,272
Tmc7,467,390,431,552
Gde1,1195,1096,1842,2069
Knop1,1234,1000,1639,1292
Gm44763,0,0,1,1
Gprc5b,5,6,12,10
Gpr139,0,0,0,0
Gp2,0,0,0,0
Umod,0,0,0,0
Pdilt,0,0,0,0
Gm26967,0,0,0,0
Gm39078,0,0,0,0
Gm19950,0,0,0,0
Gm45792,0,0,0,0
Thumpd1,393,384,579,496
Gm44866,0,0,0,0
Eri2,20,24,20,27
Dcun1d3,90,98,124,76
Dnah3,0,0,0,1
Zp2,0,0,0,0
Crym,0,1,2,2
Pdzd9,6,4,8,11
9030407P20Rik,17,23,30,22
Gm15774,4,4,6,2
Cdr2,8,6,15,10
Igsf6,1560,960,2325,829
Gm36736,0,0,0,0
4933432K03Rik,0,0,0,0
Usp31,237,153,282,178
Cog7,44,34,37,31
Gga2,207,202,409,245
Ears2,132,124,174,101
Ndufab1,1576,1036,1660,894
Palb2,49,44,57,49
Gm15489,0,3,1,1
Ern2,0,0,0,0
Arhgap17,1440,1417,1302,1216
Zkscan2,8,19,17,17
Gm26974,0,0,0,0
Gm27040,0,0,0,0
Gm15339,0,0,0,0
3100003L05Rik,0,0,0,0
4933440M02Rik,0,0,0,0
Gm30717,0,0,0,0
Nsmce1,691,543,595,496
Gm44876,0,0,3,0
Gtf3c1,335,329,503,373
Gsg1l,0,0,0,1
Xpo6,433,385,591,490
1700123J17Rik,0,0,1,0
Gm30928,0,0,0,0
Lat,2,3,3,2
Spns1,582,536,865,642
Nfatc2ip,161,130,205,158
Cd19,0,1,0,0
Atp2a1,0,4,0,8
Sh2b1,448,440,538,369
Atxn2l,1593,1290,2099,1512
Eif3c,3588,3230,4134,3903
Cln3,996,809,1226,949
Il27,70,58,79,45
Nupr1,497,426,415,228
2510046G10Rik,134,88,155,67
Sult1a1,3400,1309,6441,3038
Slx1b,244,255,405,289
Coro1a,7809,5896,8069,4901
Gm9967,4,10,14,7
Ppp4c,909,671,927,566
4930451I11Rik,0,0,0,0
Ino80e,76,60,86,71
Taok2,223,276,235,259
Tmem219,1194,804,1510,1247
Asphd1,4,4,4,9
Cdiptos,23,32,35,21
Mvp,293,276,362,293
Pagr1a,1,1,1,0
Gm42742,1,3,1,4
Prrt2,0,0,0,0
Maz,767,673,854,759
Kif22,3,3,9,1
Zg16,0,0,0,0
Qprt,63,58,28,40
Spn,1,0,1,1
Cd2bp2,318,265,379,247
Tbc1d10b,428,433,485,340
Sept1,59,30,50,35
Dctpp1,1524,893,2437,1644
Sephs2,370,371,490,467
Zfp768,208,232,267,181
Zfp747,81,80,104,78
9130019O22Rik,83,68,105,62
E430018J23Rik,65,61,46,66
Zfp764,117,79,161,117
Zfp688,265,215,332,202
Zfp689,50,64,84,42
1700008J07Rik,76,90,140,140
Gm28198,1,0,3,1
Ccdc189,16,16,24,12
Gm44759,13,7,23,25
1700120K04Rik,0,0,1,0
Zfp629,171,200,199,157
Bcl7c,411,340,445,341
Ctf2,0,0,0,0
Stx1b,1,0,4,4
Zfp668,125,112,202,153
Prss53,3,6,8,8
Vkorc1,1775,1179,1629,1291
Prss8,1,0,1,0
Prss36,67,52,37,36
Pycard,1755,1146,1182,664
Gm15533,0,0,1,5
Gm39091,0,0,0,0
4931431B13Rik,0,0,0,0
Cox6a2,52,55,51,86
Gm44850,13,6,8,4
9130023H24Rik,124,144,104,80
BC017158,183,169,201,160
Rgs10,20991,17280,15722,14019
Gm15503,4,2,6,6
Tial1,1611,1289,1472,999
Gm40457,0,0,0,0
Gm45121,0,1,0,0
Mcmbp,622,491,877,639
Gm44672,5,8,9,12
Gm33027,0,0,0,1
Fgfr2,3,5,5,3
Ate1,923,770,947,889
Nsmce4a,979,663,1051,802
Etos1,0,0,0,0
Gm5602,1,2,2,4
4933402N03Rik,0,0,0,0
Cuzd1,0,0,0,0
Fam24b,0,0,0,2
2310057M21Rik,185,148,187,209
Gm44623,5,9,8,7
Ikzf5,675,594,822,715
Cpxm2,0,0,1,0
Chst15,241,196,221,145
Gm34908,0,0,0,0
Gm35147,0,0,0,0
Oat,531,425,684,609
Nkx1-2,0,0,0,0
Gm15582,6,11,6,5
Fam53b,617,522,743,618
Eef1akmt2,176,138,210,132
1500002F19Rik,2,1,3,5
Gm15718,4,3,2,2
Ctbp2,744,790,789,781
Gm45672,0,0,0,0
Tex36,0,0,0,0
Gm28747,0,0,0,0
Mmp21,0,0,0,0
Uros,160,105,111,70
Dhx32,293,268,326,255
Adam12,1,0,0,1
A130023I24Rik,0,0,0,0
D7Ertd443e,51,57,37,54
Insyn2a,11,15,10,6
1700120G07Rik,0,1,1,2
Gm45339,0,0,0,0
Clrn3,0,0,0,0
5830432E09Rik,43,51,38,26
Mki67,1,10,6,2
Gm45241,0,0,0,0
Gm36737,0,0,0,0
C230079O03Rik,0,0,0,0
Gm6249,0,0,0,0
Ebf3,452,491,371,410
9430038I01Rik,229,176,350,247
Gm45397,0,0,0,0
Tcerg1l,0,1,0,0
Mapk1ip1,106,110,123,131
Bnip3,540,378,717,524
Gm45613,1,0,0,0
Stk32c,0,0,5,0
Gm32486,0,1,0,0
Nkx6-2,3,0,0,1
Cfap46,1,1,2,3
Gm2044,21,14,12,3
6430531B16Rik,1,0,1,0
Adam8,18,22,71,37
Tubgcp2,346,391,448,494
Msx3,0,0,0,0
Caly,1,0,1,4
Fuom,9,4,9,5
Echs1,1057,765,1680,1197
Sprn,0,0,0,0
Olfr522,0,0,0,0
Olfr524,0,0,0,0
Olfr60,0,0,0,0
Olfr530,0,0,0,0
Olfr531,0,0,0,0
Olfr532,0,0,0,0
Olfr536,0,0,0,0
Syce1,4,3,14,1
Zfp941,0,0,1,0
C330022C24Rik,0,0,0,0
Bet1l,608,520,765,682
Sirt3,108,103,169,99
Cox8b,1,2,4,4
Ifitm5,3,0,0,1
Ifitm2,204,140,705,423
Ifitm3,1159,398,1083,536
Ifitm6,39,19,99,88
Sigirr,8,5,4,3
Ano9,0,0,0,0
Rnh1,1670,1432,1973,1669
Hras,389,305,358,229
Lmntd2,0,1,1,1
Irf7,162,58,102,67
Cdhr5,0,0,0,0
Sct,0,0,0,0
Deaf1,101,109,142,119
B230206H07Rik,0,0,1,0
Gatd1,648,537,780,684
Cend1,0,0,0,1
Slc25a22,27,21,47,25
Pidd1,32,26,43,25
Gm10575,1,7,2,2
Polr2l,775,434,590,404
Chid1,279,235,191,153
Gm16982,47,34,59,54
Muc6,0,1,2,1
Tollip,33,17,23,36
Gm20501,0,0,0,0
Mob2,489,386,615,495
Dusp8,14,24,146,214
Gm45618,0,0,0,0
Gm39115,0,0,0,0
Gm45337,0,0,0,0
Gm29735,0,0,0,0
Gm4553,0,0,0,0
Krtap5-2,0,0,0,0
Gm10153,0,0,0,0
Krtap5-5,0,0,0,0
Gm40460,0,0,0,0
Gm4559,0,0,0,0
Krtap5-1,0,0,0,0
Ifitm10,142,107,155,105
Ctsd,103963,100715,138590,120197
Prr33,9,1,3,4
Nctc1,0,1,0,0
H19,0,0,0,0
Igf2,8,27,19,20
Ins2,0,0,0,0
Gm39117,0,0,0,0
Th,0,0,0,0
Ascl2,45,23,23,30
Tspan32os,2,3,7,3
R74862,249,186,247,285
Trpm5,0,0,1,1
Gm28821,0,0,0,0
Kcnq1ot1,1916,2012,2843,1859
4933417O13Rik,0,0,0,0
Cdkn1c,211,252,221,222
Phlda2,0,0,0,1
Nap1l4,1086,970,1254,1029
Cars,252,238,309,157
Tnfrsf26,4,3,3,1
Tnfrsf22,10,26,38,16
Tnfrsf23,37,39,31,51
Osbpl5,2,0,1,1
Mrgprg,0,0,0,0
Mrgpre,26,40,19,29
Nadsyn1,30,50,63,29
Gm14372,0,0,0,0
Cttn,1,1,2,3
Gm14376,0,0,0,0
Ppfia1,452,422,491,503
Fadd,210,184,240,151
Ano1,1,3,2,4
Gm34964,0,0,0,0
Gm26793,0,0,0,2
Gm39119,0,0,0,0
Ccnd1,2466,1626,3658,2489
Tpcn2,10,14,12,15
Smim38,0,0,0,0
Speer9-ps1,0,0,0,0
Myadm,3,3,1,1
Prkcg,5,4,9,3
Cacng7,0,0,1,0
Cacng8,0,0,0,1
Cacng6,0,0,0,0
Gm35037,0,0,0,0
Ndufa3,2185,1285,1815,1202
Prpf31,297,253,370,255
Cnot3,1589,1323,1667,1461
Gm15929,7,14,17,8
Tsen34,979,831,1204,473
Rps9,34051,19259,37730,29007
1700095K22Rik,0,0,0,0
Ttyh1,34,43,28,44
Leng8,1888,1607,2651,1913
Lilra5,250,243,389,93
Ncr1,2,0,2,0
Eps8l1,103,5,121,0
Gm15873,6,8,8,9
Gm44877,4,2,2,1
Brsk1,3,1,1,4
Kmt5c,201,179,196,148
Tmem190,0,0,0,0
Rpl28,18798,11464,21712,14578
Isoc2a,73,58,127,77
Zfp628,179,155,231,240
Nat14,19,20,23,18
Ssc5d,0,0,0,1
Zfp524,319,208,316,177
Zfp865,3,2,2,0
Ccdc106,347,219,273,166
4632433K11Rik,0,0,0,0
Zfp580,1,1,1,1
U2af2,1152,911,1308,1024
Epn1,2089,1734,2531,2247
Vmn1r57,0,0,0,0
Gm5065,0,0,1,0
Vmn1r62,0,0,0,0
4933402C05Rik,0,0,0,0
Nlrp4c,0,0,0,0
Gm36371,43,53,53,45
Zfp444,261,203,246,152
Gm45148,0,0,0,0
Galp,0,0,0,0
Zscan5b,0,0,0,0
Epp13,0,0,0,0
Zfp667,96,87,94,61
Gm3854,11,3,8,1
Zfp78,37,37,27,24
Zfp28,82,106,104,93
Smim17,1,1,0,0
Gm16306,0,0,0,0
Olfr1344,0,0,2,1
Olfr1336,0,0,0,0
Olfr1346,0,0,0,1
Olfr1350,0,0,0,0
Usp29,0,0,1,0
Aurkc,0,0,0,0
Zfp418,24,30,25,21
Gm45631,0,0,0,0
Vmn1r67,0,0,0,0
Vmn1r70,0,0,0,0
Nlrp4b,0,0,0,0
Gm45379,0,0,0,0
Zscan4c,0,0,0,0
Zscan4f,0,0,0,0
Zscan4-ps2,0,0,0,0
Zscan4-ps3,0,0,0,0
Vmn1r73,0,0,0,0
Vmn1r74,0,0,0,0
Vmn1r75,0,0,0,0
Vmn1r77,0,0,0,0
Vmn1r78,0,0,0,0
Vmn1r79,0,0,0,0
Vmn1r80,0,0,0,0
Gm4224,0,0,0,0
Vmn1r82,0,0,0,0
Zfp606,299,271,326,243
2900092C05Rik,0,0,0,1
Gm45593,0,0,0,0
Zfp110,428,376,458,383
Zfp128,96,73,101,82
Zscan22,114,120,125,83
Rps5,16181,9282,21556,13632
Rnf225,9,4,6,11
Gm29638,0,0,0,0
Zfp324,144,136,119,103
Zfp446,48,38,68,27
Trim28,1119,942,1312,1087
Gm45436,0,0,0,0
Vmn1r88,3,1,6,2
Vmn1r89,0,0,0,0
Lig1,132,108,148,82
Pla2g4c,5,2,2,0
Cabp5,0,0,0,0
Bsph1,0,0,0,0
Sult2a5,0,0,0,0
Sult2a2,0,0,0,0
Obox7,0,0,0,0
Obox2,0,0,0,0
Obox1,0,0,0,0
Obox5,0,0,0,0
Crxos,0,0,0,0
Gm38948,1,0,0,0
Zfp541,2,1,1,2
Napa,1007,822,1221,975
Kptn,68,51,66,51
Slc8a2,3,6,2,2
Meis3,231,181,247,174
Bbc3,246,238,409,326
Zc3h4,496,498,655,530
Tmem160,2038,1272,2378,1835
Gm29443,1,0,0,3
Ceacam9,0,0,0,1
Ap2s1,1191,1006,1349,982
Slc1a5,33,22,84,24
Strn4,482,361,482,398
Prkd2,117,89,176,113
Dact3,43,64,64,19
Gng8,0,0,0,0
Ptgir,0,0,0,0
Pnmal2,3,1,2,16
Pnmal1,3,0,0,3
Gm42372,3,12,15,20
Ccdc8,31,41,47,47
Psg16,0,0,0,0
Ceacam3,0,0,0,0
Psg29,0,0,0,0
Ceacam5,0,0,0,0
Ceacam14,0,0,0,0
Gm5155,0,0,0,0
Ceacam11,0,0,0,0
Ceacam13,0,0,0,0
Ceacam12,0,0,0,0
Igfl3,0,0,0,0
Mill1,0,0,0,0
Psg22,0,0,0,0
Mill2,1,1,1,0
Pglyrp1,26,17,72,24
Nova2,5,3,3,2
Nanos2,0,1,0,0
Mypop,22,16,24,26
Irf2bp1,734,625,681,641
Sympk,96,86,106,79
Rsph6a,0,0,0,0
Dmwd,19,18,28,15
Dmpk,3,5,1,1
Six5,9,8,9,14
Fbxo46,207,240,226,159
Snrpd2,1756,987,1958,1270
Eml2,14,9,13,9
Gpr4,5,5,9,8
Opa3,7,10,17,6
1700058P15Rik,19,24,28,3
Rtn2,3,1,1,16
Gm44698,1,1,0,1
Ercc1,234,168,205,141
Ppp1r13l,15,14,22,7
Ercc2,109,126,163,127
Ckm,10,5,2,5
Exoc3l2,9,10,12,16
Trappc6a,58,40,74,49
Nkpd1,0,0,0,2
Zfp296,14,7,20,16
Gm20512,1,0,3,0
Gm26600,0,0,0,0
Gm16175,0,0,0,2
Gm16174,5,4,23,28
Gm44658,0,1,0,0
Gm19345,0,0,0,0
Gm16251,1,1,1,1
Ceacam20,0,0,0,0
Nlrp9b,0,0,0,0
Vmn1r91,0,0,0,0
Vmn1r95,0,0,0,0
Vmn1r100,0,0,0,0
Vmn1r104,0,0,0,0
Vmn1r107,0,0,0,0
Vmn1r112,0,0,0,0
Vmn1r113,0,0,0,0
Vmn1r116,0,0,0,0
Vmn1r123,0,0,0,0
Vmn1r125,0,0,0,0
Vmn1r128,0,0,0,0
Vmn1r130,0,0,0,0
Vmn1r132,0,0,0,0
Vmn1r135,0,0,0,0
Vmn1r137,0,0,0,0
Vmn1r139,0,0,0,0
Vmn1r143,0,0,0,0
Vmn1r148,0,0,0,0
Vmn1r152,0,0,0,0
Vmn1r155,0,0,0,0
Vmn1r157,0,0,0,0
Vmn1r160,0,0,0,0
Vmn1r163,0,0,0,0
Vmn1r165,0,0,0,0
Nlrp4e,0,0,0,0
Nlrp5,0,0,0,0
Vmn1r168,0,0,0,0
Vmn1r169,0,0,0,0
Vmn1r170,0,0,0,0
Vmn1r171,0,0,0,0
Vmn1r172,0,0,0,0
Vmn1r173,0,0,0,0
Vmn1r174,0,0,0,0
Vmn1r178,0,0,0,0
Vmn1r179,0,0,0,0
Vmn1r180,0,0,0,0
Vmn1r181,0,0,0,0
V1rd19,0,0,0,0
Vmn1r183,0,0,0,0
Zfp180,278,308,348,276
Zfp112,8,12,16,17
Zfp235,67,62,64,39
Zfp114,6,7,4,2
Gm44796,0,0,0,0
Zfp108,29,20,27,13
Zfp93,18,21,8,9
AC159140.1,0,0,0,0
Lypd5,0,0,0,0
Kcnn4,57,42,52,31
Smg9,358,353,436,297
Gm36159,0,0,0,0
Plaur,174,173,1447,1092
Cadm4,16,28,26,19
Zfp428,35,36,44,24
Irgq,185,217,236,185
Xrcc1,220,169,326,189
Ethe1,403,238,392,148
Phldb3,57,71,67,55
Lypd3,0,0,0,0
Gm4598,12,7,3,5
Lypd10,0,0,0,0
Ceacam10,0,1,0,0
Gm5893,0,0,0,0
Gm9844,4,3,1,1
Dmrtc2,0,0,0,0
Rps19,17644,9666,22763,13554
Cd79a,2,2,6,4
Arhgef1,608,472,913,712
Gm44970,0,0,0,0
