,cWT-1,cWT-2,cKO-1,cKO-2
Pdzd3,1,0,1,0
Nlrx1,85,75,139,116
Abcg4,1,0,1,2
Gm48604,0,0,0,0
Hinfp,64,79,103,91
C2cd2l,26,48,45,47
Gm48853,5,17,7,12
Hmbs,10,14,29,22
Vps11,225,222,302,349
Trappc4,159,133,207,193
Ccdc84,68,54,90,86
Gm47186,1,1,0,3
Foxr1,0,3,2,0
Upk2,0,0,0,0
Gm47204,0,0,0,0
Cxcr5,58,66,103,63
Gm47231,1,0,0,0
Gm47232,0,0,0,0
BC049987,0,0,0,0
Phldb1,49,50,48,43
Arcn1,328,315,465,450
Tmem25,2,1,0,0
Ttc36,0,0,3,1
Kmt2a,1051,1086,1259,909
Atp5l,71,51,89,87
Ube4a,1123,1069,1477,1560
Cd3g,1,0,0,0
Cd3e,0,0,0,0
Gm10684,1,0,3,3
Gm39327,0,0,0,0
Tmprss4,1,0,2,1
Il10ra,6233,6169,6715,7581
Lncbate3,0,0,0,0
4833428L15Rik,0,0,0,0
Cep164,224,278,376,291
Gm16536,0,0,0,0
Rnf214,892,963,1138,1148
Tagln,3,4,10,7
Sidt2,197,183,331,479
Pafah1b2,400,401,605,604
Apoc3,0,0,0,0
Gm10680,0,0,0,0
Gm47544,0,0,0,0
4931429L15Rik,1,2,0,1
4930448E22Rik,2,1,0,2
Gm47144,0,0,0,0
Gm47153,0,0,0,0
Gm31698,2,2,1,3
Gm31816,0,1,1,0
Gm40518,0,0,0,0
Nxpe2,0,1,0,8
Rexo2,162,138,172,89
Rbm7,54,53,88,94
Nnmt,0,1,0,3
Zbtb16,877,419,7212,6408
Htr3a,0,0,0,0
Htr3b,1,0,0,0
1700042D02Rik,0,0,0,0
Ankk1,0,0,0,0
Ttc12,149,158,228,157
Ncam1,7,13,6,22
2310003N18Rik,0,0,0,0
Gm39336,0,0,0,0
Rpl10-ps3,0,0,0,0
Plet1os,122,67,464,221
Pts,417,275,798,397
Bco2,1221,1077,1150,824
Tex12,55,73,60,63
Sdhd,37,42,51,68
Nkapd1,101,107,166,146
Dlat,386,328,528,391
Dixdc1,1,3,3,7
2310030G06Rik,0,0,0,0
Hspb2,0,0,0,0
1110032A03Rik,391,406,625,518
Sik2,4193,4334,4191,3406
Layn,309,287,250,183
4833427G06Rik,0,0,0,0
Gm32742,0,0,0,0
Colca2,3,2,0,0
1810046K07Rik,0,0,1,0
Gm47854,0,0,0,0
Arhgap20os,0,0,0,1
Gm6980,1,0,0,1
Fdx1,66,78,130,118
Zc3h12c,1052,837,2060,1753
Gm47957,1,3,11,6
Gm47960,0,0,0,0
AI593442,0,0,0,0
Ddx10,1272,1290,1882,1309
Atm,784,764,1248,750
Acat1,514,424,549,498
Cul5,1315,1256,1680,2279
Rab39,1707,1621,2046,1622
Elmod1,1,4,6,3
Tnfaip8l3,0,0,0,0
Cyp19a1,0,0,0,1
Gldnos,0,0,0,0
Dmxl2,479,429,1088,1254
Cib2,24,34,67,43
Acsbg1,1,0,0,3
Wdr61,193,184,307,308
AY074887,0,0,0,0
Chrna3,0,0,0,0
Chrnb4,0,0,0,0
Gm47887,0,0,0,0
Nrg4,37,31,62,128
Etfa,986,943,1389,1236
Gm17226,0,0,0,0
Scaper,2773,2792,4220,3884
4930563M21Rik,1,1,0,0
Tspan3,298,315,383,437
Peak1,2025,2423,1948,1995
Gm29322,1,3,0,2
Lingo1,0,0,0,1
Gm47235,0,0,0,0
Odf3l1,0,0,0,0
Snx33,7,8,9,7
Gm10658,55,66,81,96
Man2c1os,559,517,633,584
Neil1,15,32,26,19
Commd4,25,16,23,10
1700017B05Rik,1268,1307,1359,1592
Ppcdc,2077,2404,1867,1883
Scamp5,1345,1688,876,896
Gm26631,50,75,54,76
Mpi,66,93,58,45
Cplx3,0,0,0,0
Lman1l,3,5,8,16
Csk,611,612,594,552
Cyp1a2,0,0,0,0
Clk3,77,108,138,151
Arid3b,1818,2147,2310,1986
Ccdc33,0,0,0,1
Islr,0,0,0,0
Islr2,0,1,0,1
Pml,265,269,297,141
Loxl1,1,0,0,1
Tbc1d21,0,0,0,0
Cd276,89,95,66,98
Rec114,139,124,142,173
Neo1,282,307,278,259
Gm33053,1,0,1,0
Bbs4,125,159,217,141
Arih1,6682,6854,9922,11468
Gm33180,1,0,3,3
Tmem202,62,56,86,53
Senp8,277,310,375,225
Gm20275,1396,1732,2285,1968
Nr2e3,0,0,0,1
Gm15507,0,0,0,0
Thsd4,6,2,6,7
9230112J17Rik,0,1,0,0
Lrrc49,37,24,63,33
Gm9869,1,3,0,0
Gm39348,57,78,45,35
Gm33914,0,3,0,0
4933433G08Rik,0,0,0,0
B930092H01Rik,0,0,5,1
Gm10655,0,0,0,0
Rplp1,287,245,293,315
Kif23,4,2,13,6
Paqr5,1,3,1,1
Glce,223,212,244,154
A730043L09Rik,0,0,0,0
Spesp1,0,0,0,0
Coro2b,4,6,2,3
Fem1b,230,285,405,419
Pias1,4991,5117,7396,6786
Gm48193,0,0,0,0
Skor1,0,0,3,4
Map2k5,2721,2879,3907,3842
2300009A05Rik,82,63,88,54
Iqch,122,93,211,134
Smad3,3608,3421,4497,3867
Gm36033,1,0,0,1
Smad6,131,123,160,105
1700055C04Rik,0,0,0,0
Zwilch,23,23,35,35
Map2k1,2172,2180,2033,1477
Dis3l,313,296,307,261
Rab11a,1156,1456,1510,1449
Slc24a1,12,24,36,42
Hacd3,529,522,665,718
Gm47350,358,427,456,543
Kbtbd13,0,0,0,0
Slc51b,0,0,0,0
Ankdd1a,1,2,3,24
Gm17749,3,10,45,338
Plekho2,824,1401,2050,2388
Zfp609,2445,2685,4210,4377
Trip4,826,832,927,936
Snx22,0,3,0,0
Snx1,885,842,1228,1247
Gm28379,254,245,360,374
Fbxl22,10,7,4,13
Usp3,1928,1911,2614,2554
Aph1b,10,4,3,2
BC050972,0,0,1,0
Aph1c,50,41,109,93
Rab8b,6342,5920,8180,6899
Lactb,493,263,623,558
Tpm1,171,118,212,144
Tln2,1823,1821,2151,1404
M5C1000I18Rik,0,0,0,0
C2cd4a,0,0,0,0
Gm20745,0,0,0,0
4930502A04Rik,0,0,0,2
Gm15511,6,8,12,11
Gm16144,0,0,0,0
Foxb1,0,0,0,0
Gm28731,0,0,0,0
Gcnt3,0,0,0,0
Fam81a,0,2,0,0
Ccnb2,34,18,19,18
Rnf111,2210,2123,2775,2937
Mindy2,1163,1273,2054,2181
Lipc,300,434,373,373
Aqp9,1,2,0,2
Polr2m,184,218,348,340
Myzap,1,0,2,1
Cgnl1,0,2,1,1
Tcf12,8054,7657,11272,9575
Gm27159,0,0,0,0
Gm27188,0,0,11,3
Gm27253,43,52,75,54
BC065403,19,18,18,23
Gm27231,0,0,0,0
Tex9,64,71,91,68
4930509E16Rik,4,7,5,4
Gm27241,112,85,99,112
Gm27232,1,0,1,1
Gm27204,0,0,0,0
Ccpg1os,6,12,8,6
Pigb,405,406,570,482
Unc13c,4,5,3,4
Gm28622,0,0,0,0
Gm28182,0,0,0,0
Gm19531,1,1,2,0
Gm48677,10,14,14,13
Mapk6,1631,1782,2822,3498
Tmod3,1359,1249,1804,2065
Tmod2,0,2,1,0
Scg3,1,0,2,3
Gm26903,0,0,0,0
Gfral,0,0,0,0
Hcrtr2,1,0,1,0
Fam83b,0,0,0,0
Gm47800,0,0,0,0
Tinag,0,0,0,0
Mlip,2,2,3,4
5730403I07Rik,0,0,1,1
Lrrc1,117,105,113,40
Gm47790,24,28,25,23
Gm47789,0,0,0,0
Gm47795,21,25,27,19
Gm34654,0,0,0,0
Fbxo9,183,157,231,180
Omt2a,0,0,0,0
Gsta2,1,2,1,0
Dppa5a,0,0,0,0
Ooep,0,0,0,0
4930542C12Rik,0,0,0,0
Cgas,218,203,266,279
Gm17324,0,0,0,0
Eef1a1,1615,2232,2321,2731
Slc17a5,771,816,1358,1540
4921509A06Rik,0,0,0,0
Gm35024,0,0,0,0
Gm47499,0,0,0,0
Gm47501,0,1,0,2
Gm39377,0,0,0,0
Gm10635,0,2,1,1
Col12a1,0,0,4,2
Cox7a2,80,87,125,136
Tmem30a,398,407,520,468
Filip1,15,7,22,37
Gm17477,16,10,7,10
Gm27227,0,2,0,1
Impg1,2,1,3,1
Gm48387,0,0,0,1
Htr1b,0,0,0,0
Gm26907,0,0,0,0
Gm35548,0,0,0,0
Phip,3318,3241,3348,3676
Hmgn3,40,30,9,25
Gm27216,0,0,0,0
Lca5,48,39,41,10
Gm39384,0,0,0,0
Gm36120,0,2,0,0
Elovl4,0,0,0,0
Gm36278,3,1,5,7
Gm46124,56,72,115,97
Gm48821,0,0,0,0
Gm48830,0,0,0,0
Gm48831,0,0,0,0
Tent5a,106,137,167,118
Gm48832,0,0,3,0
Gm48833,0,0,0,0
Gm48834,0,0,0,1
Gm48842,0,0,0,0
Ibtk,318,302,453,261
9330154J02Rik,0,0,0,0
Gm47604,0,0,0,0
Ube2cbp,180,78,310,150
Pgm3,129,123,158,142
Me1,1,3,1,2
Snap91,1,2,1,0
Gm36539,0,0,0,0
Cep162,423,417,450,361
Tbx18,0,0,0,0
Snx14,642,646,841,524
Gm28229,0,0,0,0
Syncrip,1675,1681,2809,2441
Snhg5,44,46,51,55
9430037G07Rik,1,1,8,1
Mthfsl,465,375,865,679
Bcl2a1d,97,89,333,176
9330159M07Rik,230,204,290,176
Gm2396,30,38,100,121
Trim43b,2,1,0,0
4930579C12Rik,16,34,76,76
Gm47403,6,7,12,4
Minar1,23,10,42,6
Tmed3,9,5,1,3
Ankrd34c,0,0,0,0
Morf4l1,2005,1978,3320,3094
Tbc1d2b,511,542,691,628
Gm28703,0,0,0,0
Zic1,2,1,0,1
Gm31409,0,0,1,0
Gm29139,0,0,0,0
1700034K08Rik,0,0,1,0
Dipk2a,77,82,143,88
Gm29395,0,0,1,0
Gm16262,30,19,25,13
Chst2,0,0,0,0
U2surp,979,958,1326,1364
Gm16126,0,0,0,0
Gm16127,0,0,0,0
Trpc1,0,3,0,1
Pls1,3,11,11,2
1700065D16Rik,9,2,6,4
Gm16794,59,77,94,107
C78334,90,84,85,139
Gm28085,67,64,99,93
Atp1b3,967,1032,1674,1869
BC043934,0,0,0,0
Rnf7,86,59,119,84
Gm28729,3,4,0,1
Rasa2,954,918,1452,1335
Zbtb38,445,427,508,507
Pxylp1,0,0,0,0
Spsb4,2,1,0,3
Gm19325,5,7,11,6
Slc25a36,1174,1066,1529,1520
Trim42,13,2,6,3
Clstn2,1,1,2,2
2610303G11Rik,0,0,0,0
4930579K19Rik,32,20,34,9
Mrps22,42,38,45,62
E330023G01Rik,2,2,1,0
Foxl2os,0,0,0,0
Gm1123,19,23,23,36
Pik3cb,3070,3529,5512,6115
Faiml,10,9,23,12
4930422M22Rik,15,18,36,38
Esyt3,3,0,11,9
Mras,594,1089,1069,1191
Armc8,847,895,1306,1217
Cldn18,5,5,6,2
Gm47757,0,0,0,0
Sox14,0,0,0,0
Gm28167,0,0,0,0
Gm34397,0,0,0,0
Il20rb,54,72,190,191
Nck1,1774,1867,1797,1699
Gm28586,0,0,0,0
Slc35g2,10,9,16,21
Pccb,312,337,529,379
Ppp2r3a,890,970,1520,1562
Gm29521,1,0,0,0
Ephb1,2,5,0,1
Gm29388,0,0,0,0
Cep63,669,733,1231,1681
Gm47468,0,0,0,0
Srprb,172,143,184,153
Trf,6565,7007,8712,8546
1300017J02Rik,281,273,231,138
Cdv3,127,148,190,242
Gm47328,0,1,0,1
Bfsp2,0,1,0,5
Tmem108,3,7,2,8
Gm29154,0,0,0,0
Gm33054,0,0,0,1
Uba5,420,436,394,322
Ackr4,72,100,94,138
Dnajc13,2924,2855,4651,4969
Acpp,2,7,1,1
Gm47106,29,43,49,63
Nudt16,9,7,17,17
Nudt16l2,0,0,0,0
Nek11,5,5,3,5
Atp2c1,4387,3822,4076,3600
Col6a6,0,0,1,6
Col6a5,0,0,0,0
Col6a4,0,0,0,0
Gm29208,0,0,0,0
Glyctk,0,0,0,0
Ppm1m,288,271,251,230
Alas1,288,321,346,305
Gm29123,24,19,14,24
Acy1,86,46,73,47
Abhd14a,19,20,25,18
Gm28959,3,1,2,0
Gpr62,0,0,0,0
Parp3,12,4,15,9
Iqcf3,2,1,3,8
Iqcf4,0,0,0,0
Grm2,0,0,0,0
Tex264,104,107,126,144
Rad54l2,789,795,944,1033
Manf,656,785,625,755
Rbm15b,32,28,17,26
Dock3,6,9,4,9
Mapkapk3,337,273,551,666
Gm17041,0,0,0,1
Hemk1,67,69,75,45
4930429P21Rik,0,0,0,0
Gm17141,0,0,0,0
Gm17118,0,0,0,0
Cyb561d2,445,381,436,268
Gm34106,0,0,0,1
Gm9917,3,4,4,1
Gm16343,28,12,20,14
Lsmem2,1,0,3,2
Sema3b,0,1,1,5
Gnai2,4043,4116,4142,4698
Slc38a3,0,0,0,0
Gnat1,0,0,1,0
Sema3f,3,1,3,2
Rbm5,1716,1918,2147,1827
Rbm6,4463,4677,6596,6319
Gm37974,0,0,0,0
Inka1,4,4,9,8
4921523L03Rik,3,2,4,3
4930535L15Rik,9,9,6,23
Gm38134,245,319,243,368
Rnf123,430,494,599,658
Apeh,47,35,65,77
Bsn,24,51,25,46
Dag1,264,347,342,317
Tcta,40,54,55,31
Gm37401,348,330,447,430
Ccdc36,70,61,49,52
Klhdc8b,68,93,30,33
Ndufaf3,11,6,11,6
Wdr6,20,43,36,56
P4htm,8,13,28,26
Gm38163,1,0,0,1
Arih2,1583,1525,2310,2362
Gm35025,0,0,0,0
Gm38004,0,0,0,0
Trex1,5,7,7,6
Atrip,139,130,200,234
Tma7,66,82,134,142
Gm7628,0,0,0,0
Fbxw21,0,0,0,0
Fbxw13,0,0,0,0
Fbxw20,0,0,0,0
Fbxw14,0,0,0,0
Fbxw28,0,0,0,0
Fbxw22,0,0,0,0
Fbxw16,0,1,0,0
Fbxw19,0,0,0,0
Fbxw15,0,0,0,0
Fbxw24,0,0,0,0
Fbxw25,0,0,0,0
Fbxw18,0,0,0,0
Fbxw26,0,0,0,0
Fbxw27,9,3,5,3
Camp,9,20,19,6
Gm43732,3,2,0,0
Dhx30,706,820,1038,1044
Gm42775,0,0,1,0
Ptpn23,199,230,357,408
Klhl18,1027,1100,1100,872
Nradd,0,1,1,0
Nbeal2,59,63,39,24
Gm35715,15,23,22,5
Pth1r,0,0,2,1
Tmie,0,1,1,3
Fam240a,0,2,1,1
Tdgf1,0,0,0,0
Rtp3,0,0,0,0
Ccrl2,264,241,480,586
Mlh1,363,268,426,354
Gm42523,0,0,0,0
Stac,1,0,2,0
4930545L08Rik,0,0,0,0
Arpp21,3,3,2,1
4933411E02Rik,0,0,0,0
Gm36251,1,0,0,1
Gm4657,0,0,0,0
Gm39436,0,0,0,0
Gm36485,0,0,1,1
AU023762,1,2,2,3
Gm36745,0,1,0,0
Pdcd6ip,1039,988,1431,1318
Fbxl2,397,343,838,1223
Gm47950,0,0,2,0
4921528I07Rik,1,0,0,0
Crtap,19,13,24,14
Ccr4,0,0,3,2
Trim71,0,0,1,0
Cnot10,719,744,987,935
Cmtm7,1393,1610,951,789
Cmtm8,409,325,437,431
Gpd1l,416,300,511,449
Rps27rt,0,0,0,0
Gm4665,0,0,0,0
Gm26962,0,0,0,0
Stt3b,1042,1136,1439,1715
Gm16142,0,1,2,2
Tgfbr2,9904,9552,13662,11710
Rbms3,36,54,28,59
Zcwpw2,247,356,333,193
Cmc1,593,627,914,849
Platr11,0,0,0,0
Gm33460,0,0,0,1
Gm45897,1,1,1,4
Gm2415,65,57,35,65
Plcd1,52,55,45,48
Acaa1b,0,0,0,1
Slc22a14,80,103,135,121
Slc22a13,0,0,0,0
Oxsr1,54,59,52,28
Myd88,19,14,22,28
Gm47320,35,52,43,102
4930516B21Rik,3,8,8,9
Scn5a,0,0,0,0
Scn10a,0,0,0,0
Scn11a,0,1,0,0
Gm2449,18,14,26,31
Cx3cr1,27571,27088,20147,16975
Gorasp1,2,2,4,5
Csrnp1,37,40,19,61
Xirp1,3,1,1,2
Gm5922,0,0,0,0
D830035M03Rik,1,0,2,2
Gm39456,2,1,2,5
Gm47064,0,0,0,0
Gm47068,0,0,0,0
Gm19385,0,0,0,0
Gm47070,0,0,0,0
Gm39460,0,0,0,0
1700020M21Rik,0,0,0,0
4930593C16Rik,0,0,0,1
Ulk4,391,479,627,631
Cck,1,0,0,0
Gm47095,6,9,16,15
Lyzl4,1269,1330,1157,895
Sec22c,14,25,26,16
E530011L22Rik,1,0,0,0
Hhatl,0,0,0,0
Ccdc13,1,0,0,1
Higd1a,256,228,303,444
Cyp8b1,0,0,0,0
Pomgnt2,17,17,15,8
Gm47117,0,0,0,0
Gm39465,0,0,0,0
Ano10,384,392,535,495
Gm26797,5,3,8,3
A730085K08Rik,9,3,11,18
Gm35454,0,0,0,0
Gm47131,0,0,0,0
Gm47133,0,0,0,0
Gm47134,0,0,0,0
Gm47136,0,0,0,0
Gm35549,24,28,30,39
Zfp445,748,837,1023,1138
Gm47140,0,0,0,0
A530083I20Rik,31,23,31,20
1110059G10Rik,20,34,24,48
Gm9856,0,0,0,0
Zdhhc3,232,211,291,373
Cdcp1,0,0,0,0
Tmem158,0,0,0,0
Slc6a20b,2,2,5,32
Slc6a20a,2,6,4,10
Lztfl1,436,437,464,438
Gm17021,57,70,104,68
Fyco1,1653,1548,2045,1574
Xcr1,1,1,0,0
Ccr1,21,84,21,14
Ccr1l1,0,0,0,0
Gm39469,435,400,466,387
2010315B03Rik,492,450,536,378
Gm47181,1,2,0,1
Ppp2r3d,240,210,253,226
Gm21836,0,0,0,0
Gm10722,4,8,2,5
Gm11168,6,5,5,5
Gm10721,1,0,0,1
Gm10720,1,0,0,0
Gm10719,1,3,0,0
Gm10718,9,16,6,6
Gm10717,3,8,4,3
Gm17535,0,1,0,0
Gm10715,1,0,0,0
Gm31138,0,0,0,0
Alkbh8,463,501,524,530
Cwf19l2,1783,1695,2059,2656
Gucy1a2,2,6,5,6
Kbtbd3,288,293,336,210
Msantd4,21,5,17,15
Casp1,275,221,277,273
Casp4,806,577,977,2412
Casp12,19,16,9,17
Pdgfd,1,13,6,14
Dcun1d5,569,535,797,938
Mmp13,12,0,0,0
Mmp12,1,2,0,2
Mmp3,0,0,0,0
Mmp10,0,0,0,0
Mmp8,0,0,1,0
Mmp27,1,0,0,1
Mmp20,0,0,0,0
Mmp7,0,0,0,0
Tmem123,253,140,331,441
Gm20416,0,0,0,0
Gm45494,0,0,0,0
Trpc6,0,1,0,3
Pgr,0,1,0,0
Gm16833,0,0,0,1
Gm47334,0,0,0,0
Gm32710,0,0,0,0
Gm47001,0,0,0,0
Gm47002,0,0,0,1
Gm47051,0,0,0,0
Ccdc82,407,363,620,599
Maml2,15099,16945,23455,18063
Mtmr2,937,957,1198,1625
Fam76b,904,826,1008,1090
Gm47557,11,9,6,16
1700019J19Rik,0,0,0,0
Gm47564,0,0,0,0
Sesn3,155,172,183,280
Gm47326,0,0,0,0
Gm47319,0,0,0,0
Cwc15,262,272,363,349
Gm34263,0,0,0,0
Gm7607,0,0,0,0
Gm10706,0,0,0,0
Mre11a,413,474,717,578
Gm16302,1,8,6,14
Gpr83,0,0,0,0
Gm47214,0,0,0,1
Vstm5,2,0,0,0
Taf1d,264,279,419,577
Gm16568,5,5,8,5
Gm34973,0,0,0,0
Smco4,25,32,60,45
4930540M03Rik,0,0,0,0
Slc36a4,156,170,302,578
Chordc1,496,365,442,398
Ubtfl1,0,0,0,0
Mbd3l2,0,1,1,1
Mbd3l1,0,0,0,0
Olfr829,0,0,0,0
Olfr830,0,0,0,0
Olfr832,0,0,0,0
Olfr834,0,0,0,0
Olfr835,0,0,0,0
Olfr836,0,0,0,0
Olfr837,0,0,0,0
Olfr844,0,0,0,0
Olfr845,0,0,0,0
Olfr849,0,0,0,0
Olfr851,0,0,0,0
Olfr855,0,0,0,0
Zfp317,121,166,244,166
Olfr857,0,0,0,0
Olfr58,0,0,0,0
Olfr859,0,0,0,0
Gm45699,0,0,0,0
Olfr77,0,0,0,0
Olfr868,0,0,0,0
Olfr869,0,0,0,0
Olfr871,0,0,0,0
Olfr872,0,0,0,0
Olfr39,0,0,0,0
Olfr873,0,0,0,0
Zfp846,61,88,104,48
Fbxl12os,20,36,35,23
Ubl5,148,111,174,209
Pin1,27,32,36,49
Rdh8,0,0,0,0
Shfl,21,16,18,24
Ppan,17,44,49,56
Mrpl4,129,88,165,149
Icam1,974,774,1134,2200
Icam4,3,2,7,4
Icam5,3,8,4,9
1700084C06Rik,744,1171,1052,824
Pde4a,136,179,171,154
Gm16754,3,10,9,12
Atg4d,71,83,105,135
Slc44a2,680,554,722,656
Ilf3,479,488,619,691
Qtrt1,368,292,594,543
Dnm2,3715,3994,4886,4353
AB124611,36,35,91,87
Carm1,371,394,595,592
Timm29,1,0,0,0
Smarca4,872,825,1178,1145
Ldlr,18,26,25,51
Angptl8,0,1,1,3
Ccdc159,0,0,1,0
Plppr2,0,0,1,0
Swsap1,20,22,27,22
Prkcsh,23,28,36,38
Gm16845,158,146,379,270
Cnn1,0,0,1,1
6530413G14Rik,0,1,6,5
Pigyl,1,3,4,0
Zfp872,0,0,0,0
Zfp809,444,376,418,356
Gm39307,0,0,1,0
9530077C05Rik,30,25,70,82
Gm17545,149,147,158,154
Bbs9,5874,7512,6143,7337
Bmper,6,8,3,8
Npsr1,0,4,9,4
Gm10701,110,139,120,125
Gm47772,102,79,101,69
Cypt4,0,0,0,0
Gm29824,1,0,0,0
E130101E03Rik,0,0,0,1
Gm48256,0,0,0,0
Gm10181,0,0,0,0
Gm29642,124,122,168,73
Sept7,1433,1385,2248,1964
Eepd1,898,626,3434,2780
B3gat1,1,1,0,0
Thyn1,101,78,99,105
Ncapd3,306,338,418,525
Gm48796,0,0,1,0
Igsf9b,0,0,0,0
Spata19,0,0,0,0
Gm48901,0,0,0,0
Gm48902,0,0,0,0
Opcml,15,28,18,36
Gm15606,0,0,0,0
Gm15520,0,0,0,0
Gm47677,0,0,0,0
Snx19,382,297,415,429
Adamts8,0,0,0,0
Zbtb44,356,294,474,444
Prdm10,605,567,686,650
Nfrkb,472,397,543,671
4930434F21Rik,0,0,0,0
Gm31408,0,0,0,0
Gm31497,0,0,0,0
Arhgap32,1300,1235,1583,1590
Gm39317,0,0,0,0
Kcnj1,0,0,0,0
Gm27201,608,536,649,638
Gm47680,0,0,0,0
Ets1,1180,1540,1194,1070
Gm3331,1,0,0,0
Gm27166,0,0,0,0
Gm32171,9,8,6,8
Gm47775,0,2,0,0
Gm47778,0,0,0,0
Gm47784,0,0,0,0
Gm47785,0,0,0,0
Gm27164,1,0,0,0
7630403G23Rik,0,0,0,0
Gm47858,0,0,0,0
Kirrel3,9,18,22,16
4930581F22Rik,72,76,71,66
Gm39318,3,4,6,11
Srpr,648,757,1059,1281
Rpusd4,60,61,74,59
4933422A05Rik,0,2,1,1
Cdon,7,4,13,6
Pus3,42,34,57,37
Pate2,6,7,21,12
Pate10,0,0,0,0
Pate13,0,0,0,0
Pate12,0,0,0,0
Pate11,0,0,0,0
Acrv1,0,0,0,0
Gm26787,92,73,138,141
Fez1,0,0,1,0
Gm3896,0,0,0,0
Gm48716,0,0,0,0
Tmem218,59,58,106,83
Gm48081,0,0,0,0
Gm34885,1,5,15,4
Hepacam,2,1,8,8
Robo4,1,0,0,0
Msantd2,805,851,1052,912
Esam,0,0,3,1
Vsig2,0,0,1,0
Siae,57,67,96,77
Olfr874,0,0,0,0
Olfr875,0,0,0,0
Olfr876,0,0,0,0
Olfr877,0,0,0,0
Olfr145,0,0,0,0
Olfr878,0,0,0,0
Olfr881,0,0,0,0
Olfr883,0,0,0,0
Olfr884,0,0,0,0
Olfr885,0,0,0,0
Olfr887,0,0,0,0
Olfr888,0,0,0,0
Olfr889,0,0,0,0
Olfr890,0,0,0,0
Olfr893,0,0,0,0
Olfr894,0,0,0,0
Olfr143,0,0,0,0
Olfr895,0,0,0,0
Olfr896-ps1,0,0,0,0
Olfr25,0,0,0,0
Olfr898,0,0,0,0
Olfr250,0,0,0,0
Olfr251,0,0,0,0
Olfr147,0,0,0,0
Olfr901,0,0,0,0
Olfr902,0,0,0,0
Olfr904,0,0,0,0
Olfr905,0,0,0,0
Olfr906,0,0,0,0
Olfr907,0,0,0,0
Olfr911-ps1,0,0,0,0
Olfr910,0,0,0,0
Olfr912,0,0,0,0
Olfr913,0,0,0,0
Olfr914,0,0,0,0
Vwa5a,1063,886,1105,1249
Olfr920,3,13,9,23
Olfr921,0,0,0,0
Olfr922,0,0,0,0
Olfr923,0,0,0,0
Olfr924,0,0,0,0
Olfr26,0,0,0,0
Olfr926,0,0,0,0
Olfr930,0,0,0,0
Olfr933,0,0,0,0
Olfr27,0,0,0,0
Olfr943,0,0,0,0
Olfr944,0,0,0,0
Olfr951,0,0,0,0
Olfr954,0,0,0,0
Olfr148,0,0,0,0
Olfr960,0,0,0,0
Olfr961,0,0,0,0
Olfr963,0,0,0,0
Olfr965,0,0,0,0
Olfr150,0,0,0,0
Olfr967,0,0,0,0
Olfr969,0,0,0,0
Olfr970,0,0,0,0
Olfr971,0,0,0,1
Olfr972,0,0,0,0
Olfr229,0,0,0,0
Olfr974,0,0,0,0
Olfr978,0,0,0,0
Olfr981,0,0,0,0
Olfr982,0,0,0,0
Tmem225,0,0,0,0
Olfr986,0,0,0,0
Zfp202,149,146,199,234
Scn3b,0,4,0,1
1700110K17Rik,43,35,104,85
Gm17540,0,0,0,0
Gm35177,0,0,0,0
Gm21915,0,0,0,0
Clmp,114,101,191,139
Gm48294,0,0,0,0
Hspa8,3569,2770,3563,1687
Bsx,0,0,0,0
Gm35657,20,22,38,14
1700063D05Rik,43,62,67,92
Mir100hg,6,8,10,9
Gm28119,1,0,1,0
Gm35940,0,0,0,0
Gm48814,0,0,0,0
Gm16214,23,20,63,48
Gm39321,4,5,25,14
Gm47629,0,0,0,0
Gm16322,0,2,0,0
Gm47931,0,0,0,0
D630033O11Rik,28,57,8,20
Trim29,0,0,0,0
Gm36799,0,0,0,0
Gm28215,0,0,0,0
Gm29909,0,0,0,0
Nectin1,5,3,5,2
Gm3898,0,0,0,0
E230034D01Rik,0,0,0,0
Thy1,0,1,0,0
Usp2,1290,1263,1739,1784
Mfrp,0,0,0,4
C1qtnf5,0,0,0,0
Gm26737,0,0,1,1
Mcam,1,2,0,4
Ccdc153,0,0,0,0
Dpagt1,83,102,68,52
H2afx,0,0,0,0
Hyou1,110,124,115,95
Slc37a4,44,38,62,40
Rps25,373,283,650,489
C030014I23Rik,1,0,3,4
Bcl9l,296,295,275,299
Gm47230,0,0,0,1
Ddx6,2517,2542,3688,4231
Treh,0,0,0,0
Ift46,209,218,230,332
Gm48702,1,1,0,1
Gm39326,144,144,143,115
Gm30934,2,0,0,0
Cd3d,0,0,0,0
Gm48719,0,0,0,0
Mpzl2,0,0,0,0
Mpzl3,5,2,4,5
Jaml,6,1,19,0
Scn2b,0,0,0,0
Scn4b,0,0,0,0
Gm17099,0,0,0,0
BC049352,177,153,204,214
Tmprss13,0,0,0,0
Fxyd6,0,0,2,1
Fxyd2,2,1,1,0
Dscaml1,3,6,3,4
Bace1,37,33,38,55
Pcsk7,745,724,919,844
Gm48529,1,2,6,5
A830035O19Rik,0,0,0,0
Sik3,3438,3425,4965,5240
Apoa1,0,0,0,0
Apoa4,0,0,0,0
Apoa5,0,0,0,0
Zpr1,68,55,100,78
Bud13,95,96,121,117
Gm39329,0,1,0,0
Gm31374,0,0,0,2
Gm47141,0,0,0,0
Gm31432,0,0,0,0
Gm48945,0,0,0,0
Gm31557,0,0,0,0
Gm31614,0,0,0,0
2900052N01Rik,0,1,0,4
Gm4791,0,0,0,0
Cadm1,5701,6644,8463,7724
A730065G17Rik,0,0,0,0
